id,first_name,last_name,email,gender,year_level,major,CoreCourses_Sem1,CoreCourses_Sem2,Electivesminor_Sem1,Electivesminor_Sem2,CoreCourses_Summer
620130238,Billi,Keuntje,Billi.Keuntje@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3911, ELET3430, CHEM2011, ELET2405",MATH3404,
620130239,Garrick,Hurne,Garrick.Hurne@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","MICR1011, GEOL1101","ELET1400, PHYS1422, GEOL1104",
620130240,Aile,Slograve,Aile.Slograve@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",MATH1141,MICR1011,
620130241,Tisha,Sagg,Tisha.Sagg@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",MATH1142,"GEOL1103, CHEM1902, MATH1151",
620130242,Esteban,Paulton,Esteban.Paulton@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MATH1141, CHEM1901, MICR1010","CHEM1902, MATH1152","COMP1210,COMP1126,COMP1127,COMP1161"
620130243,Yvette,Lazare,Yvette.Lazare@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOL1101, BIOC1021, GEOL1102","GEOL1104, MICR1010, ELET1400",
620130244,Ailis,Gajewski,Ailis.Gajewski@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",PHYS2386,"COMP3192, MATH3403, GEOG3132",
620130245,Clara,Sherwill,Clara.Sherwill@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","COMP3652, PHYS2300, ELET2430","ELET2415, COMP3192, GEOL2203, BIOC3014","SWEN3101,SWEN3145,SWEN3920"
620130246,Olivier,Windram,Olivier.Windram@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",PHYS1412,"MATH2403, GEOL2203","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620130247,Marvin,Risbrough,Marvin.Risbrough@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","ELET2430, ELET2430, MATH1142, GEOG2331","MATH1152, GEOG1232, GEOL1104","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620130248,Renelle,Praundlin,Renelle.Praundlin@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","PHYS2300, GEOG2233","CHEM1902, CHEM2311, GEOG1132, MATH1151","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130249,Fraser,Whaplington,Fraser.Whaplington@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","CHEM2402, MICR1010, BIOC1020","BIOC1021, MATH2407, COMP2802, CHEM2111",
620130250,Chloette,Thompson,Chloette.Thompson@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MICR1010, MATH1142, GEOG1231",MICR1010,
620130251,Keir,Wealleans,Keir.Wealleans@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","BIOC1021, CHEM2010","GEOG1232, PHYS2561, GEOG2332","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130252,Culley,Chadburn,Culley.Chadburn@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","GEOL1102, PHYS2300",GEOG2232,"COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620130253,Heindrick,Lepere,Heindrick.Lepere@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","ELET3430, GEOG2131, CHEM2310, GEOG3131","MICR2211, PHYS3565, BIOL2312, MATH3402",
620130254,Bendite,Rimell,Bendite.Rimell@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",MICR1010,"BIOC1021, GEOL1103",
620130255,Idaline,Applewhite,Idaline.Applewhite@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET3211, GEOG3331, MATH2404, COMP3802","ELET2420, GEOG2131",
620130256,Roanna,Kolin,Roanna.Kolin@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",BIOC2014,"GEOG3333, COMP3702","SWEN3101,SWEN3145,SWEN3920"
620130257,Angelico,Giamo,Angelico.Giamo@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","CHEM2210, MICR1010, PHYS2386, GEOG2233",ELET2420,"COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620130258,Leese,Freiberg,Leese.Freiberg@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","PHYS2300, COMP3801, CHEM3110, MATH3405","GEOG2332, CHEM2111",
620130259,Billi,Deackes,Billi.Deackes@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",MATH1141,"MICR1011, CHEM1902, PHYS1421",
620130260,Rockwell,Manders,Rockwell.Manders@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOG1231, GEOL1102, MICR1010","MATH1152, PHYS1421",
620130261,Rubina,Wicher,Rubina.Wicher@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM2402, MATH3155, GEOG2233, CHEM3110","CHEM2110, COMP3702, CHEM2311",
620130262,Byrom,Oldall,Byrom.Oldall@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","GEOG1131, BIOC1021",MATH1151,"COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620130263,Lancelot,Aitchison,Lancelot.Aitchison@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",ELET3405,MATH2403,
620130264,Baxter,Ganderton,Baxter.Ganderton@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","MATH2421, GEOG2331",GEOL1104,"INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130265,Paul,Earney,Paul.Earney@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3652, MATH3405, GEOL3002, CHEM3110","COMP3192, PHYS2200, GEOG3333",
620130266,Skylar,Hawkswood,Skylar.Hawkswood@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","BIOC3013, PHYS2351, COMP3801, GEOG3331","COMP2802, PHYS2200, GEOG2232",
620130267,Laughton,Hearnah,Laughton.Hearnah@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","ELET3405, BIOC3013, COMP3191","ELET2420, GEOG3333, BIOL2312, COMP2802",COMP3901
620130268,Lockwood,Tiernan,Lockwood.Tiernan@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","BIOC1021, MICR1010, GEOG1131","PHYS1421, ELET1400","COMP1210,COMP1126,COMP1127,COMP1161"
620130269,Michelle,De la Yglesia,Michelle.De la Yglesia@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","ELET2430, PHYS2300, CHEM2210, GEOG3331","GEOG3132, GEOG2332, MATH3424, COMP3410",
620130270,Wash,Borit,Wash.Borit@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","BIOC1021, CHEM1901, PHYS2386, MATH2404","ELET2420, MATH2403, COMP2802, ELET1400","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620130271,Cindie,Grissett,Cindie.Grissett@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","PHYS2300, MICR1010, CHEM2010","CHEM2311, ELET2410","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130272,Chery,Hobgen,Chery.Hobgen@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2231, MATH2421","ELET2410, PHYS3341, MATH2403, MATH3424",COMP3901
620130273,Yance,Bachelar,Yance.Bachelar@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3652, CHEM2011, COMP3912, GEOG3331","PHYS2200, MATH3402, MATH2407, MICR2211",
620130274,Peterus,Bubbear,Peterus.Bubbear@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM2011, COMP3801",GEOG2332,
620130275,Jacques,Thackray,Jacques.Thackray@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOL2202, CHEM3110, CHEM2010, ELET2405","COMP3162, PHYS2561, CHEM2311, COMP3192",
620130276,Claresta,Lambertz,Claresta.Lambertz@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","MICR1010, CHEM2310, BIOC1020, GEOG2331","GEOG2232, CHEM2110, CHEM1902",
620130277,Corrinne,Greally,Corrinne.Greally@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOL2202, CHEM2010",MATH2403,"INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130278,Freemon,Dameisele,Freemon.Dameisele@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",ELET3405,ELET2410,
620130279,Ula,Willment,Ula.Willment@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",MATH2421,"MICR2211, PHYS3565, CHEM2311",
620130280,Dennie,Deveraux,Dennie.Deveraux@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","PHYS2300, GEOG2331, ELET2430","GEOG2131, CHEM3011, MATH3404",
620130281,Sissy,Withrop,Sissy.Withrop@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","GEOL2202, MATH2421","MATH3402, ELET2415","SWEN3101,SWEN3145,SWEN3920"
620130282,Kinsley,Nutt,Kinsley.Nutt@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3912, PHYS2300, COMP3911, BIOC3013",CHEM2111,COMP3901
620130283,Noby,Jedras,Noby.Jedras@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3912, GEOG3331, GEOG2331, ELET2430","MICR2211, COMP3702, BIOC3014",
620130284,Suzann,Mulryan,Suzann.Mulryan@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",ELET2430,"CHEM3010, MATH3402",COMP3901
620130285,Maridel,Mongenot,Maridel.Mongenot@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","CHEM2211, ELET2405, CHEM1901","GEOL2201, CHEM2311",
620130286,Barbabas,Aronstein,Barbabas.Aronstein@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",PHYS1412,"MICR1011, ELET1400",
620130287,Kevon,Tigwell,Kevon.Tigwell@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",CHEM2210,"ELET2415, ELET2210, GEOG2232, BIOC1021",
620130288,Casie,Jurewicz,Casie.Jurewicz@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","PHYS2386, CHEM2310, MATH2401, GEOG2231","MATH3402, ELET2420, GEOG2232",COMP3901
620130289,Harrison,Klaves,Harrison.Klaves@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",COMP3652,"MICR2211, CHEM2110","SWEN3101,SWEN3145,SWEN3920"
620130290,Tab,Hammill,Tab.Hammill@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",CHEM1901,"MATH1151, CHEM2111, ELET2210, GEOG1232","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620130291,Van,Drawmer,Van.Drawmer@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",MATH3405,ELET2410,COMP3901
620130292,Philis,Malzard,Philis.Malzard@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","PHYS1411, BIOC1020","BIOC1021, ELET1400","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620130293,Vivia,Fulger,Vivia.Fulger@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","BIOC1020, MICR1011","ELET1400, PHYS1422, CHEM1902","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620130294,Frannie,Arni,Frannie.Arni@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","ELET2405, MICR1011","MICR2211, MATH2407",
620130295,Bentlee,Padell,Bentlee.Padell@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET2430, COMP3801, MATH3401","COMP3702, BIOC3011, MATH3424",
620130296,Kania,Matteuzzi,Kania.Matteuzzi@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","MATH2404, COMP3191","ELET2210, MATH3404","SWEN3101,SWEN3145,SWEN3920"
620130297,Fons,Mundford,Fons.Mundford@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",GEOL1102,"ELET1405, BIOC1021","COMP1210,COMP1126,COMP1127,COMP1161"
620130298,Dannel,Lace,Dannel.Lace@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","PHYS2386, ELET2430, GEOL1101","ELET2420, GEOG2332, GEOG2232, PHYS1422",
620130299,Rab,Frankom,Rab.Frankom@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",MATH1142,"ELET1400, GEOG1132","COMP1210,COMP1126,COMP1127,COMP1161"
620130300,Alfonso,Alelsandrovich,Alfonso.Alelsandrovich@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3802, CHEM2211",ELET2415,
620130301,Eran,Kordt,Eran.Kordt@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",CHEM2402,"MATH2403, COMP3410, COMP3162, PHYS3565",COMP3901
620130302,Frank,Oats,Frank.Oats@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","ELET2430, GEOG2231, BIOC2014","CHEM2110, ELET2410, GEOG1232, PHYS1421","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620130303,Gaylor,Splain,Gaylor.Splain@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",PHYS1412,GEOG1132,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620130304,Nikolos,Cleere,Nikolos.Cleere@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",MICR1010,"GEOG1132, MICR1011",
620130305,Brittney,Woodnutt,Brittney.Woodnutt@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","GEOG1231, PHYS2386","GEOG2131, CHEM2111, MATH1152",
620130306,Malcolm,Gaddes,Malcolm.Gaddes@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","CHEM2211, ELET3211, GEOG2131","MATH2411, ELET2420, MATH2403",
620130307,Ian,Gillott,Ian.Gillott@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","MATH2421, BIOC2014, GEOL3002, ELET2430","CHEM2311, COMP3410",
620130308,Gussi,Douthwaite,Gussi.Douthwaite@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","CHEM1901, MATH1142","GEOL1104, ELET1400",
620130309,Isadore,Trengove,Isadore.Trengove@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET3211, ELET3405, COMP3801, BIOC3013","GEOL2201, PHYS2296, MATH2403, MATH3424",
620130310,Dara,Clougher,Dara.Clougher@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","BIOC3013, PHYS2386, ELET3430",CHEM3010,
620130311,Belinda,Tynnan,Belinda.Tynnan@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",GEOG2131,"BIOL2312, BIOC3011",
620130312,Marya,Bernhard,Marya.Bernhard@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",ELET3211,"MATH2411, CHEM2111, CHEM2311","SWEN3101,SWEN3145,SWEN3920"
620130313,Ruben,Dowtry,Ruben.Dowtry@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG3131, CHEM2310, COMP3801",COMP3162,
620130314,Toni,Lum,Toni.Lum@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","MATH3405, PHYS2386",MATH2411,
620130315,Inglis,Slisby,Inglis.Slisby@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","MATH2401, GEOG2231, GEOG1131","GEOG2232, GEOG1132","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130316,Alexia,Stenbridge,Alexia.Stenbridge@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3912, GEOG3331, MATH3155","GEOG3132, MATH2407, MATH3424, BIOL2312",
620130317,Waneta,Fairlie,Waneta.Fairlie@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",MATH2421,GEOL1103,"INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130318,Gerardo,Le Gallo,Gerardo.Le Gallo@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2231, MATH3405, GEOL2202, CHEM2210","CHEM2311, COMP2802, MATH3403, CHEM2111",
620130319,Noah,Grafhom,Noah.Grafhom@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",COMP3912,"PHYS3300, COMP3192, ELET2410, COMP3702","SWEN3101,SWEN3145,SWEN3920"
620130320,Saraann,Maddie,Saraann.Maddie@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",GEOL1101,ELET2420,"INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130321,Ann-marie,Del Dello,Ann-marie.Del Dello@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3652, COMP3801","MICR2211, PHYS2200",
620130322,Honor,Scorton,Honor.Scorton@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOG1131, GEOL1102, MICR1010, GEOG2233",PHYS1421,"INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130323,Kellby,Hurl,Kellby.Hurl@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","PHYS2300, ELET2405, CHEM2402, ELET3430","CHEM2110, GEOG3132",
620130324,Lonnie,O'Shevlan,Lonnie.O'Shevlan@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH2421, ELET2405","COMP3702, COMP2802, MATH3404, GEOG2232",COMP3901
620130325,Rebecka,Livard,Rebecka.Livard@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","MATH1141, MATH1142","ELET2410, MICR2211, CHEM1902","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620130326,Darelle,Godthaab,Darelle.Godthaab@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",ELET3211,MATH3424,
620130327,Mahala,Stubbings,Mahala.Stubbings@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","PHYS2300, PHYS1412, MATH1141","MICR1010, ELET2410, BIOL2312",
620130328,Cassaundra,Clemo,Cassaundra.Clemo@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MATH1142, MICR1010, BIOC1021","MATH1151, PHYS1422, BIOC1020",
620130329,Candide,Measom,Candide.Measom@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",CHEM3110,"BIOC3011, GEOG3132",
620130330,Tricia,Bloxsome,Tricia.Bloxsome@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",BIOC1021,"GEOL1103, MATH1151","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620130331,Tess,Petyankin,Tess.Petyankin@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",PHYS1411,MICR1010,
620130332,Caroljean,Mancktelow,Caroljean.Mancktelow@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",GEOG2131,"PHYS3565, COMP3410, CHEM2110, GEOL2201",
620130333,Nicky,Emer,Nicky.Emer@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","PHYS2386, ELET2430, GEOG2331, GEOL1102","MICR2211, CHEM2311",
620130334,Shel,Gaskoin,Shel.Gaskoin@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",PHYS1411,"MATH2407, GEOL2201","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130335,Annaliese,Meco,Annaliese.Meco@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",BIOC1020,"BIOC1020, MICR1011, MICR1010, MATH1152","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620130336,Gianna,Bartolacci,Gianna.Bartolacci@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOL1102, GEOG2233, PHYS2300","CHEM1902, GEOL1103, MATH2407, GEOG2131","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620130337,Prentice,Dacca,Prentice.Dacca@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","CHEM1901, MATH1142, BIOC1020","GEOG1232, MATH1151",
620130338,Karita,Aiskrigg,Karita.Aiskrigg@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","CHEM1901, MICR1011","GEOL1104, PHYS1422","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620130339,Wynn,Edmondson,Wynn.Edmondson@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","BIOC2014, COMP3802","MATH2407, COMP2802, GEOG2232, MATH3404",COMP3901
620130340,Jimmy,Kale,Jimmy.Kale@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",BIOC2014,"GEOG3132, GEOG2332, PHYS2200","SWEN3101,SWEN3145,SWEN3920"
620130341,Celina,Unger,Celina.Unger@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","ELET3211, COMP3802, CHEM2010",PHYS2200,
620130342,Skye,O' Brian,Skye.O' Brian@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","BIOC2014, CHEM2402, MATH3401",PHYS3351,
620130343,Rubina,Matthewman,Rubina.Matthewman@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH3155, PHYS2300, GEOG3331","PHYS3565, GEOG2131, BIOC3014",
