id,first_name,last_name,email,gender,year_level,major,CoreCourses_Sem1,CoreCourses_Sem2,Electivesminor_Sem1,Electivesminor_Sem2,CoreCourses_Summer
620133260,Morton,Sapwell,Morton.Sapwell@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOL1101, MATH1142, MICR1011","MICR1011, PHYS1421","COMP1210,COMP1126,COMP1127,COMP1161"
620133261,Roosevelt,Storres,Roosevelt.Storres@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","GEOG2233, GEOL2202, MATH2421, COMP3191","GEOG3132, MATH3404, GEOG3333","SWEN3101,SWEN3145,SWEN3920"
620133262,Fredrick,Swan,Fredrick.Swan@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MATH1141, PHYS1412",MICR1010,"COMP1210,COMP1126,COMP1127,COMP1161"
620133263,Kati,D'Hooge,Kati.D'Hooge@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET2430, PHYS2386","MATH2407, BIOC3011, COMP2802",COMP3901
620133264,Emmalyn,Binch,Emmalyn.Binch@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3802, CHEM2011, MATH3405",GEOG2332,
620133265,Max,Earingey,Max.Earingey@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOG2231, GEOG2131, MATH1142, PHYS2300",MATH1151,"INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620133266,Woodrow,McGeever,Woodrow.McGeever@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","GEOG2231, ELET3430, BIOC2014","MATH2411, COMP2802, GEOG2232, PHYS3351","SWEN3101,SWEN3145,SWEN3920"
620133267,Phaedra,Wildish,Phaedra.Wildish@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","GEOG3131, ELET3211, COMP3801, CHEM2011",MATH3424,
620133268,Thedric,Twittey,Thedric.Twittey@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","MICR1011, BIOC1020, MATH1142",PHYS1421,
620133269,Napoleon,Colebrook,Napoleon.Colebrook@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","ELET2405, CHEM2011, CHEM2402, MATH2404","CHEM2311, MATH1152","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620133270,Lenora,Clissell,Lenora.Clissell@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",MATH3405,"MATH3424, GEOG2131, MATH3402, PHYS3351",
620133271,Borden,Vitler,Borden.Vitler@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",MATH2404,"MATH3402, COMP3702",COMP3901
620133272,Tracy,Tight,Tracy.Tight@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOG1131, ELET2430","GEOG2131, BIOC1020, ELET1405, ELET1400",
620133273,Cathie,Worvell,Cathie.Worvell@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","BIOC1020, GEOL1102, CHEM1901","MATH1151, CHEM1902",
620133274,Nicolis,Haskur,Nicolis.Haskur@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOL1102, CHEM1901, GEOL1101","CHEM1902, BIOC1021, GEOL1104",
620133275,Imelda,Rahill,Imelda.Rahill@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",GEOL1101,"GEOG1232, MICR1011",
620133276,Tanny,Rollingson,Tanny.Rollingson@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3912, PHYS2300","MATH2407, PHYS3300",COMP3901
620133277,Sonja,Opfer,Sonja.Opfer@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOG1131, BIOC1020","ELET1400, PHYS1421, GEOL1104",
620133278,Jean,Harrowsmith,Jean.Harrowsmith@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",GEOL3002,GEOG2131,COMP3901
620133279,Korey,Hearley,Korey.Hearley@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MICR1011, BIOC1020, BIOC1021","PHYS1422, GEOL1103",
620133280,Angil,Duplock,Angil.Duplock@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","BIOC1021, MICR1010, PHYS2300, CHEM2010","GEOG1132, PHYS2200, BIOL2312","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620133281,Cullin,Gouck,Cullin.Gouck@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","PHYS1412, MATH2421, GEOL2202","PHYS2296, PHYS1422, CHEM1902","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620133282,Gerhardt,Benford,Gerhardt.Benford@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3191, COMP3801","MATH2403, PHYS2296",COMP3901
620133283,Hermy,Adrien,Hermy.Adrien@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3801, GEOG3331, PHYS2386",MATH3403,COMP3901
620133284,Tiff,Fourcade,Tiff.Fourcade@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","MICR1010, CHEM1901","PHYS1422, BIOC1020, MICR1011","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620133285,Mildred,Humberstone,Mildred.Humberstone@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM2402, COMP3912, ELET3405","PHYS3565, GEOL2201, CHEM2311",
620133286,Joannes,Langston,Joannes.Langston@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","GEOL2202, PHYS2300","PHYS3300, MATH2403, GEOL2201",
620133287,Tremayne,Driscoll,Tremayne.Driscoll@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","MICR1010, CHEM2011, PHYS1411","GEOL1103, MATH2411, PHYS1421, MATH1151",
620133288,Hayward,Cammish,Hayward.Cammish@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOL1101, GEOL1102",CHEM1902,
620133289,Tybi,Anthill,Tybi.Anthill@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","COMP3911, GEOG3331, COMP3652","GEOG2232, MATH3403",
620133290,Brennen,Lindermann,Brennen.Lindermann@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",MICR1010,ELET2210,"COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620133291,Lissi,Feldmus,Lissi.Feldmus@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",GEOG2131,"COMP3702, MATH2411",COMP3901
620133292,Odo,Puig,Odo.Puig@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","PHYS2351, GEOG3131, COMP3911, GEOL2202","CHEM2311, BIOC3011, COMP3410, CHEM2111","SWEN3101,SWEN3145,SWEN3920"
620133293,Winnie,Hadlow,Winnie.Hadlow@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH2401, MATH2421","GEOG3132, BIOC3014, PHYS3565",
620133294,Colman,Andrat,Colman.Andrat@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","COMP3191, CHEM2211, CHEM3110","PHYS3341, GEOG2131, GEOL2201",
620133295,Arlie,Wareham,Arlie.Wareham@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",PHYS2351,"PHYS3341, ELET2415, GEOG2332, ELET2420","SWEN3101,SWEN3145,SWEN3920"
620133296,Gerrilee,Birt,Gerrilee.Birt@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","ELET3211, COMP3912",GEOL2201,COMP3901
620133297,Sigrid,Purdom,Sigrid.Purdom@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",PHYS1412,ELET1400,
620133298,Vevay,Beek,Vevay.Beek@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","BIOC3013, GEOG3331, PHYS2300","GEOG2332, MATH3402, COMP3702","SWEN3101,SWEN3145,SWEN3920"
620133299,Wait,Brandli,Wait.Brandli@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","PHYS2386, ELET2430, MATH2421","ELET1400, MATH2403, MATH2411, ELET2210",
620133300,Lyn,Pepye,Lyn.Pepye@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","BIOC1020, GEOL1101, GEOG1131",MATH1151,
620133301,Terrill,Bruford,Terrill.Bruford@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","GEOL3002, ELET3211, COMP3802, MATH2404","GEOG3132, CHEM2111, GEOL2201, ELET2420",
620133302,Robinson,Yanele,Robinson.Yanele@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",MATH3401,"GEOG2232, CHEM2110","SWEN3101,SWEN3145,SWEN3920"
620133303,Malinda,Elmore,Malinda.Elmore@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM2310, ELET3211, BIOC2014","GEOG3333, CHEM2111, COMP3702, MATH3404",COMP3901
620133304,Brooke,Stump,Brooke.Stump@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2231, GEOL2202, CHEM3110, PHYS2386",PHYS3565,COMP3901
620133305,Mil,Pregal,Mil.Pregal@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",CHEM2402,"CHEM2111, COMP3192, MATH2407, ELET2410",COMP3901
620133306,Riki,Posselt,Riki.Posselt@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3802,"MATH3402, BIOC3011",
620133307,Orelle,Cadamy,Orelle.Cadamy@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","CHEM1901, GEOG1231, MATH2404","GEOG2332, GEOL2201, MATH2407","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620133308,Angie,Cove,Angie.Cove@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2331, GEOG2131, ELET3430, GEOG2231","PHYS3300, COMP3702",
620133309,Marlyn,Palfreyman,Marlyn.Palfreyman@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","ELET2430, MATH2421",PHYS2200,"INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620133310,Layne,Eastes,Layne.Eastes@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG3131, COMP3911, COMP3652, ELET3405","PHYS2200, GEOG2131",
620133311,Keir,Capineer,Keir.Capineer@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",PHYS2300,MATH3424,COMP3901
620133312,Rockey,Cancott,Rockey.Cancott@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",MATH3401,MATH3424,
620133313,Pincas,Cavee,Pincas.Cavee@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","PHYS1412, MATH1141, MICR1010","MATH1151, MICR1011","COMP1210,COMP1126,COMP1127,COMP1161"
620133314,Sloane,Raynard,Sloane.Raynard@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",MATH2404,COMP3410,
620133315,Ginni,Dyka,Ginni.Dyka@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",MATH1141,"MICR1011, PHYS1422",
620133316,Cloe,Tourner,Cloe.Tourner@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","MATH1142, GEOG2331, MATH2404","CHEM1902, BIOC1021, GEOL2201","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620133317,Carrie,Meekins,Carrie.Meekins@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MATH1142, GEOG1131, PHYS1412","MATH1152, GEOG1132","COMP1210,COMP1126,COMP1127,COMP1161"
620133318,Johnny,Liddicoat,Johnny.Liddicoat@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM2011, GEOG2233, PHYS2300, CHEM3110","GEOG3132, CHEM2111, GEOG2232",COMP3901
620133319,Jaquelyn,Pranger,Jaquelyn.Pranger@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","COMP3911, COMP3801",ELET2210,
620133320,Yorke,Berkley,Yorke.Berkley@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3802,"CHEM2111, ELET2210, GEOG2131, PHYS2296",
620133321,Lynde,Horsey,Lynde.Horsey@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","PHYS2351, PHYS2300, ELET3430, COMP3652","CHEM2111, GEOL2201, CHEM3011",COMP3901
620133322,Francesca,Snar,Francesca.Snar@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",PHYS2351,CHEM2111,
620133323,Galen,Lissenden,Galen.Lissenden@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOL1101, MICR1011","ELET1405, GEOG1132","COMP1210,COMP1126,COMP1127,COMP1161"
620133324,Farrel,Birney,Farrel.Birney@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MATH1142, PHYS1412, MICR1010","ELET1405, MICR1011",
620133325,Bert,Molines,Bert.Molines@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET2430, MATH3405, GEOL2202",GEOL2201,COMP3901
620133326,Nonna,Matteau,Nonna.Matteau@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","PHYS2386, BIOC3013, COMP3191","GEOG2332, BIOL2312, CHEM3011",COMP3901
620133327,Nero,Drynan,Nero.Drynan@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",GEOG1131,"MATH2411, GEOG1132","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620133328,Maris,Clipsham,Maris.Clipsham@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","CHEM2210, MATH1142","MATH2403, PHYS2561","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620133329,Harli,Dust,Harli.Dust@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOG1231, PHYS1411","PHYS1422, GEOL1104, MICR1010","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620133330,Yurik,Howood,Yurik.Howood@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3911, CHEM2210, PHYS2351, GEOL3002","MATH2407, PHYS2561",COMP3901
620133331,Lowell,Loyndon,Lowell.Loyndon@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOG2131, CHEM2310","CHEM2111, GEOL2203, ELET2415",
620133332,Lane,Mora,Lane.Mora@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",MATH2404,GEOG2232,
620133333,Westbrooke,McGann,Westbrooke.McGann@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOL3002, ELET3211, COMP3802","PHYS2561, GEOL2201, GEOG3132, MICR2211",COMP3901
620133334,Amalee,Gianetti,Amalee.Gianetti@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",GEOL1101,"MATH1152, ELET1405","COMP1210,COMP1126,COMP1127,COMP1161"
620133335,Gareth,Richter,Gareth.Richter@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOL1101, BIOC2014, ELET2405, MICR1011",MATH2403,
620133336,Kirstin,Birkin,Kirstin.Birkin@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","CHEM1901, BIOC1020","ELET1405, MATH1152","COMP1210,COMP1126,COMP1127,COMP1161"
620133337,Ofilia,Bamforth,Ofilia.Bamforth@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","COMP3191, ELET2405, CHEM2011",COMP3410,"SWEN3101,SWEN3145,SWEN3920"
620133338,Josee,Hebbron,Josee.Hebbron@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","MATH2421, ELET2430","BIOC1020, PHYS1421","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620133339,Rosemary,Dumbell,Rosemary.Dumbell@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET2430, GEOL3002, GEOG3131, ELET2430","CHEM2110, ELET2415, COMP3192, GEOL2201",COMP3901
620133340,Jeramie,MacCosty,Jeramie.MacCosty@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","BIOC1021, PHYS1411, GEOL1101","GEOL1103, MATH1152","COMP1210,COMP1126,COMP1127,COMP1161"
620133341,Mikkel,Allebone,Mikkel.Allebone@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",CHEM1901,"PHYS2200, GEOG1232, GEOL2201",
620133342,Bryon,Gottschalk,Bryon.Gottschalk@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH2401, ELET3430, GEOL3002, ELET2430","MATH2411, PHYS3341, GEOG2232",
620133343,Roxine,McKinlay,Roxine.McKinlay@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",BIOC1021,BIOC1021,
620133344,Ripley,Lewsie,Ripley.Lewsie@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG3331, COMP3802, ELET3405, MATH3401","MATH3424, ELET2415",
620133345,Ennis,Bockings,Ennis.Bockings@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","ELET2430, CHEM2402, GEOG2131, MATH3401","COMP3192, ELET2410",COMP3901
620133346,Sharla,Lingwood,Sharla.Lingwood@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","PHYS1411, MATH1142","MATH2411, GEOG2232, PHYS2296",
620133347,Marcela,Foulis,Marcela.Foulis@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","PHYS2351, COMP3191, MATH3155, PHYS2386","PHYS2561, CHEM3010, CHEM2311, MATH2411",COMP3901
620133348,Trey,Kondratenya,Trey.Kondratenya@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",CHEM2211,MICR2211,COMP3901
620133349,Claudie,Shelp,Claudie.Shelp@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOL2202, CHEM2211, MATH2421, CHEM2010","MICR2211, GEOL1104, BIOL2312, CHEM2311",
620133350,Darlleen,Phippen,Darlleen.Phippen@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","PHYS1412, BIOC2014","PHYS2200, CHEM2311",
620133351,Duky,Van Arsdale,Duky.Van Arsdale@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","PHYS1411, MATH1141","ELET1405, BIOC1021",
620133352,Brook,Fantin,Brook.Fantin@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",GEOL1102,"GEOG1232, ELET1405, MATH1152","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620133353,Alphonse,Vannoort,Alphonse.Vannoort@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","ELET2430, PHYS2386, MATH1142, CHEM2010","CHEM2111, PHYS2296","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620133354,Laure,Portress,Laure.Portress@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",PHYS1411,"COMP2802, GEOG2332, GEOL1103","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620133355,Jacqueline,Worner,Jacqueline.Worner@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","MATH1141, PHYS2386, GEOG1231, GEOL1101","ELET2420, GEOL2203, CHEM2111, GEOL1104","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620133356,Forest,Olyff,Forest.Olyff@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",CHEM1901,"BIOC1021, PHYS2200, CHEM2110, BIOC1020",
620133357,Heath,Kaman,Heath.Kaman@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",CHEM2310,"BIOC3014, GEOG2131, MATH3424, PHYS3341",COMP3901
620133358,Brannon,Strute,Brannon.Strute@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH2421, CHEM2011, MATH2401, CHEM2210",CHEM2110,COMP3901
620133359,Brock,Blowing,Brock.Blowing@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",GEOG1231,ELET1405,
620133360,Elizabet,Wingatt,Elizabet.Wingatt@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",GEOL1101,ELET1400,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620133361,Moreen,Crawley,Moreen.Crawley@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","BIOC1020, GEOG2231, GEOG2131","MATH1152, PHYS2200, BIOL2312, GEOG2332",
620133362,Donn,Bastock,Donn.Bastock@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOL1101, GEOG1231","MATH1152, GEOL1104","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620133363,Sinclair,Saberton,Sinclair.Saberton@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",CHEM2310,"CHEM3010, CHEM2110, COMP3410",COMP3901
620133364,Carl,Bricksey,Carl.Bricksey@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","BIOC1021, CHEM2210","PHYS1422, GEOG2232",
620133365,Tod,Battell,Tod.Battell@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",BIOC1021,"GEOG1232, ELET1405","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
