id,first_name,last_name,email,gender,year_level,major,CoreCourses_Sem1,CoreCourses_Sem2,Electivesminor_Sem1,Electivesminor_Sem2,CoreCourses_Summer
620132235,Jordan,Heikkinen,Jordan.Heikkinen@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",GEOG1231,MICR1011,
620132236,Erin,Hardwidge,Erin.Hardwidge@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",PHYS2351,"GEOG3132, MATH3424",COMP3901
620132237,Connor,Swadlen,Connor.Swadlen@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","ELET2405, GEOG2233, CHEM2402, BIOC3013","CHEM2311, MATH3404",COMP3901
620132238,Shirlene,Burnard,Shirlene.Burnard@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","MATH2401, GEOG1231","GEOG1132, GEOL2203","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620132239,Cynthie,Risom,Cynthie.Risom@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","BIOC2014, GEOG2131, ELET2430","BIOC3014, GEOL2201, COMP3162, PHYS3300",COMP3901
620132240,Bryan,Dahlen,Bryan.Dahlen@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","MATH2421, GEOG1231, ELET2430, CHEM2210",ELET2415,
620132241,Rossie,Attawell,Rossie.Attawell@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","PHYS2386, BIOC1021","GEOG1132, CHEM2311, GEOL2203","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620132242,Woodrow,Extence,Woodrow.Extence@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOL1102, BIOC1021, BIOC1020",ELET1400,
620132243,Quent,Binns,Quent.Binns@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","PHYS1411, CHEM1901, MICR1010",ELET1400,
620132244,Thom,Ebbs,Thom.Ebbs@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG3131, CHEM3110","PHYS2561, GEOG2232",
620132245,Nan,Illsley,Nan.Illsley@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","ELET2430, GEOL1102, MATH2421, GEOL2202","MICR1010, GEOG1132, MATH2403","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620132246,Jenica,Damarell,Jenica.Damarell@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOG1131, MATH1141, MICR1010",GEOG1232,
620132247,Tove,Follis,Tove.Follis@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","BIOC2014, MATH2421, CHEM3110, CHEM2402","PHYS3351, CHEM3010, ELET2415",COMP3901
620132248,Hartwell,Hebner,Hartwell.Hebner@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","BIOC2014, GEOG2233, GEOG2131","MATH2403, MICR1011",
620132249,Ariel,Gomersall,Ariel.Gomersall@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","GEOL1101, BIOC1020","GEOG2232, PHYS2296, MICR2211, ELET1400",
620132250,Dal,Carmody,Dal.Carmody@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","GEOG2131, CHEM2210","GEOG2332, ELET2420, MICR2211, ELET1405","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620132251,Dyan,Rudyard,Dyan.Rudyard@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2131, ELET3211, CHEM2211, BIOC3013","CHEM3010, CHEM2311",
620132252,Nolly,Dunderdale,Nolly.Dunderdale@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH3401, PHYS2300, GEOG2233",MATH2403,
620132253,Tomi,Knee,Tomi.Knee@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",PHYS1411,"ELET2415, MATH2411, GEOG1132, ELET1400","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620132254,Phyllys,Scargle,Phyllys.Scargle@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","MATH1142, BIOC1021","MICR1011, GEOG1132, MATH1152",
620132255,Gilbert,Killerby,Gilbert.Killerby@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","PHYS2386, GEOL3002","COMP3410, BIOC3014, GEOG3132, COMP3162",COMP3901
620132256,Amberly,Rozalski,Amberly.Rozalski@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH2421, ELET2430, COMP3191",MATH3424,
620132257,Kimmy,Cuthill,Kimmy.Cuthill@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",GEOL2202,"GEOG2232, GEOL2203","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620132258,Derrek,Miskin,Derrek.Miskin@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",MATH2421,"MATH3404, PHYS2296, COMP3410",COMP3901
620132259,Wilfred,Pirdue,Wilfred.Pirdue@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","BIOC1020, GEOL1101, GEOL2202","ELET2410, MATH1151, GEOL1104",
620132260,Chas,Ranscomb,Chas.Ranscomb@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","CHEM2211, BIOC2014, PHYS2386, ELET2430","PHYS1421, GEOL2201, BIOL2312, MATH2411",
620132261,Karin,Rayer,Karin.Rayer@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOL1101, CHEM1901, GEOL1102","MATH1151, GEOG1232, MICR1011",
620132262,Juieta,Alywen,Juieta.Alywen@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","CHEM2211, GEOG2231, GEOG2131, MATH3401","BIOC3014, GEOG2131, CHEM3011, GEOG3333",
620132263,Lyon,Jamme,Lyon.Jamme@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM2011, PHYS2300, GEOG3331, COMP3801","PHYS2296, COMP2802, PHYS3300",
620132264,Sven,Skinley,Sven.Skinley@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","GEOG2231, CHEM2310, CHEM2211, MICR1010","GEOG1232, GEOL2203",
620132265,Zondra,Jurasek,Zondra.Jurasek@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","PHYS1411, MICR1011","GEOL1104, MATH1151","COMP1210,COMP1126,COMP1127,COMP1161"
620132266,Jinny,Louedey,Jinny.Louedey@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOL1101, CHEM2402","MATH1152, CHEM2111",
620132267,Jamesy,McLese,Jamesy.McLese@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","ELET2430, MICR1010, GEOG1131","PHYS1421, GEOG1232, GEOL2201, COMP2802",
620132268,Nial,Courtin,Nial.Courtin@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","CHEM2211, ELET2405","MATH1152, GEOG2332, PHYS1421","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620132269,Karlik,Ball,Karlik.Ball@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",GEOG3131,CHEM3011,
620132270,Salvador,Botterill,Salvador.Botterill@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","GEOL3002, COMP3191, BIOC3013, CHEM2011",CHEM3010,COMP3901
620132271,Terry,Romke,Terry.Romke@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",ELET2430,"BIOC3014, CHEM3010, GEOG3132, PHYS3300",COMP3901
620132272,Ina,Eddisforth,Ina.Eddisforth@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM2011, GEOG2331, CHEM2211, CHEM2210","CHEM2111, CHEM2110",
620132273,Shela,Karlicek,Shela.Karlicek@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","ELET2405, ELET2430, GEOL3002, CHEM2011",ELET2415,"SWEN3101,SWEN3145,SWEN3920"
620132274,Jeni,McInally,Jeni.McInally@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","MATH1142, CHEM2010, GEOG2231",ELET1400,
620132275,Kenneth,Coo,Kenneth.Coo@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","BIOC2014, CHEM2402, PHYS2300, PHYS2386","ELET2415, CHEM2111, GEOG3132, PHYS3565",COMP3901
620132276,Ramona,Twidale,Ramona.Twidale@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","CHEM2402, MATH2401","ELET2410, MATH2411",
620132277,Eugenio,Knaggs,Eugenio.Knaggs@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","MATH2404, GEOG2233, ELET2430, PHYS2300",GEOL1103,"COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620132278,Marve,Borris,Marve.Borris@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","GEOG2131, BIOC3013","PHYS3565, PHYS3351",COMP3901
620132279,Helenka,Sign,Helenka.Sign@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH2404, COMP3652","CHEM3010, CHEM2110, ELET2210",COMP3901
620132280,Rosemary,Gores,Rosemary.Gores@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","PHYS2351, MATH3401","MATH2411, ELET2420",
620132281,Tildie,Jilliss,Tildie.Jilliss@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM3110, BIOC2014","CHEM2110, COMP3192, GEOG3333, CHEM3011",
620132282,Bernadene,Dallan,Bernadene.Dallan@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",PHYS1411,"ELET2420, ELET2210, BIOC1021","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620132283,Angil,Featenby,Angil.Featenby@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",GEOL1102,"MICR2211, BIOL2312, GEOG1132, PHYS1422","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620132284,Mannie,Bridie,Mannie.Bridie@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","ELET2405, GEOL3002, GEOG2233, COMP3802","GEOG3132, CHEM3011, COMP3702, GEOG3333",COMP3901
620132285,Odie,Britney,Odie.Britney@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","PHYS1411, GEOL1101, CHEM1901","MICR1010, GEOG1232",
620132286,Melva,Caplen,Melva.Caplen@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","GEOL1101, MICR1010, CHEM2310","GEOG1132, ELET2420, MATH2407",
620132287,Carline,Bulmer,Carline.Bulmer@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",MATH2421,"GEOG1232, GEOL2201",
620132288,Toddy,Nuscha,Toddy.Nuscha@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","PHYS1412, PHYS1411","BIOC1021, GEOG1132, ELET1405","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620132289,Silvanus,Dodgshun,Silvanus.Dodgshun@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG3131, MATH2404, BIOC2014","MATH2407, PHYS3341, PHYS2200, MICR2211",
620132290,Waldemar,Isham,Waldemar.Isham@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901","CHEM3110, COMP3191","COMP3162, ELET2415, PHYS3351, MATH2403",COMP3901
620132291,Davis,Giovanni,Davis.Giovanni@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","GEOG3331, BIOC3013, ELET2430, CHEM3110",MATH3403,"SWEN3101,SWEN3145,SWEN3920"
620132292,Ruthann,Heineke,Ruthann.Heineke@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","GEOG2131, COMP3801, ELET2405","MATH3403, PHYS3565, BIOC3011","SWEN3101,SWEN3145,SWEN3920"
620132293,Temp,Goggey,Temp.Goggey@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",CHEM2210,MICR2211,"COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620132294,Xymenes,Bahl,Xymenes.Bahl@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","ELET3405, CHEM2010, COMP3912",PHYS3351,"SWEN3101,SWEN3145,SWEN3920"
620132295,Pietro,Olford,Pietro.Olford@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2233, COMP3912","CHEM2111, MATH3403",COMP3901
620132296,Madeleine,Killbey,Madeleine.Killbey@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3912, CHEM2011, PHYS2300","GEOG2131, GEOG2232, BIOL2312",
620132297,Noe,Jiri,Noe.Jiri@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","CHEM2210, MATH1142","BIOL2312, MICR2211, MATH2403, GEOL1103",
620132298,Pinchas,Sevitt,Pinchas.Sevitt@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MICR1011, MATH1142, MATH1141",MICR1010,"COMP1210,COMP1126,COMP1127,COMP1161"
620132299,Kaylee,Marc,Kaylee.Marc@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG2231, CHEM2010, COMP3802, CHEM3110","CHEM3011, CHEM2110",COMP3901
620132300,Connor,Bartolozzi,Connor.Bartolozzi@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",CHEM2010,COMP3162,COMP3901
620132301,Marjory,Oldland,Marjory.Oldland@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","GEOG2233, MATH3405, MATH3401, MATH3155","ELET2210, COMP3410",
620132302,Lotta,Shingles,Lotta.Shingles@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH2404, GEOG2231","MATH3424, ELET2415, MATH2407, BIOL2312",
620132303,Dorise,Bow,Dorise.Bow@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",CHEM2211,PHYS2200,"COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620132304,Wilfred,Caswill,Wilfred.Caswill@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",BIOC2014,"BIOL2312, PHYS2296, MATH1152, PHYS2200",
620132305,Rossie,Delamere,Rossie.Delamere@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",GEOG1231,"ELET1400, MICR1010","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620132306,Alicea,Lademann,Alicea.Lademann@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOG1131, BIOC1020","PHYS1421, BIOC1021","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161"
620132307,Felipe,Clausen-Thue,Felipe.Clausen-Thue@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",ELET3405,"MATH3404, MICR2211",
620132308,Maia,Pedrocco,Maia.Pedrocco@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH3405, COMP3191","PHYS2561, CHEM2111",
620132309,Nydia,Moodey,Nydia.Moodey@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3802,"COMP3162, BIOL2312, BIOC3011",
620132310,Niall,Keighly,Niall.Keighly@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM2010, GEOG3331, COMP3802","BIOC3014, COMP3192, ELET2210, GEOG3132",COMP3901
620132311,Pearla,Wortley,Pearla.Wortley@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOL1102, BIOC1021","GEOG1132, BIOC1020, MATH1152",
620132312,Hall,Haysar,Hall.Haysar@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3652, ELET3211, ELET2430, BIOC3013","ELET2415, COMP3410, MATH2403, BIOC3011",
620132313,Tommi,Simmonite,Tommi.Simmonite@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3911,"COMP3162, CHEM2111, MATH3404",COMP3901
620132314,Viki,Gumley,Viki.Gumley@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","COMP3801, BIOC3013","MATH3404, PHYS3300, MICR2211, MATH2403",COMP3901
620132315,Abie,Yanuk,Abie.Yanuk@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","PHYS2300, GEOG1131, GEOL1101","GEOG1232, MATH1151","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620132316,Skippy,Polglaze,Skippy.Polglaze@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH3155, GEOG2131, ELET2430",PHYS3565,
620132317,Penrod,Counsell,Penrod.Counsell@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM3110, GEOG3131, MATH3155",COMP3410,
620132318,Juana,Ropp,Juana.Ropp@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",GEOG1231,"ELET1405, PHYS1422",
620132319,Allister,Humby,Allister.Humby@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",ELET3430,"GEOG2332, GEOL2201",
620132320,Elia,Kebell,Elia.Kebell@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH2404, MATH3405, PHYS2300, COMP3191","ELET2210, PHYS3351",
620132321,Doug,Croucher,Doug.Croucher@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",CHEM2402,"GEOL1103, MICR1010","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620132322,Tommy,Lippatt,Tommy.Lippatt@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","GEOL1101, ELET2430, PHYS1412, MATH1141","PHYS2296, GEOG2131, ELET2420, BIOC1021",
620132323,Solomon,Kless,Solomon.Kless@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",GEOL1102,ELET1405,"COMP1210,COMP1126,COMP1127,COMP1161"
620132324,Gerard,Kemp,Gerard.Kemp@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","COMP3802, COMP3191","PHYS2200, MATH2407, COMP3702, GEOL2201",
620132325,Kitty,Godby,Kitty.Godby@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",ELET3405,GEOG2131,COMP3901
620132326,Diana,MacPaike,Diana.MacPaike@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",PHYS1411,"PHYS1421, MATH1151",
620132327,Thatcher,Theakston,Thatcher.Theakston@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","GEOG2231, CHEM2010, ELET2430",MICR2211,
620132328,Marcella,Costy,Marcella.Costy@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3801,"COMP2802, GEOG2131, CHEM3011, CHEM2111",COMP3901
620132329,Darill,Van den Velde,Darill.Van den Velde@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","GEOG3331, GEOG2131, CHEM2211",MATH3404,
620132330,Raquel,Burree,Raquel.Burree@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","MATH2401, ELET2405","CHEM2111, GEOG2131, ELET2415, GEOG2232",
620132331,Jessi,Fripp,Jessi.Fripp@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",CHEM2402,"COMP2802, COMP3410",COMP3901
620132332,Barrie,Hymor,Barrie.Hymor@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH2421, ELET3430, MATH2401","MATH3402, MATH2407, GEOG3132, GEOG2131",COMP3901
620132333,Stefano,Crates,Stefano.Crates@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOG1231, BIOC1021",MICR1011,
620132334,Courtney,Pohls,Courtney.Pohls@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","PHYS2351, CHEM2211, CHEM2010","MATH1152, CHEM2111","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201"
620132335,Mikaela,Folliott,Mikaela.Folliott@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","CHEM2211, CHEM2402",MATH2411,COMP3901
620132336,Jenilee,Alcorn,Jenilee.Alcorn@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","CHEM2010, COMP3911","CHEM3010, COMP2802, COMP3162, PHYS2296","SWEN3101,SWEN3145,SWEN3920"
620132337,Skipper,Espinoy,Skipper.Espinoy@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155","MATH3155, ELET2430","COMP3410, ELET2415, COMP3162, PHYS2561",
620132338,Thornie,Sawter,Thornie.Sawter@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",MATH1142,"GEOL1103, BIOC1021, MICR1011","COMP1210,COMP1126,COMP1127,COMP1161"
620132339,Paulo,Classen,Paulo.Classen@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","BIOC1021, BIOC1020","PHYS1421, MICR1011, GEOL2201, CHEM2311","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140"
620132340,Eugenie,Kenwyn,Eugenie.Kenwyn@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","PHYS1411, MICR1010",MATH1152,
620132341,Ofilia,Danjoie,Ofilia.Danjoie@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOG1231, BIOC1020","MATH1151, PHYS1421","COMP1210,COMP1126,COMP1127,COMP1161"
620132342,Alika,Tivers,Alika.Tivers@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","CHEM1901, PHYS1412","ELET1405, ELET1400",
