id,first_name,last_name,email,gender,year_level,major,CoreCourses_Sem1,CoreCourses_Sem2,CoreCourses_Summer,Electivesminor_Sem1,Electivesminor_Sem2
620131503,Adham,Sibbons,Adham.Sibbons@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,GEOL3002,CHEM2311
620131504,Ashla,Stanlick,Ashla.Stanlick@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,MATH1142,MICR1011
620131505,Belinda,Mattiello,Belinda.Mattiello@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"MATH3155, COMP3801, BIOC2014, GEOG2131",MATH3424
620131506,Spike,Ondrich,Spike.Ondrich@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"GEOG3131, BIOC3013, MATH2404, CHEM2211","BIOC3011, CHEM2110, ELET2410"
620131507,Olympie,Stollery,Olympie.Stollery@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","MICR1010, PHYS2300","MATH1151, ELET2210, ELET2420, GEOL1104"
620131508,Zenia,Goodley,Zenia.Goodley@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,MATH3401,"GEOG3132, MATH3402, BIOC3014, GEOL2203"
620131509,Mart,Olyet,Mart.Olyet@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,COMP3911,"ELET2210, MATH2407, COMP3162, GEOG2232"
620131510,Ivonne,Thumim,Ivonne.Thumim@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201","PHYS2300, GEOG1131","ELET2420, GEOL2201, MATH2411, BIOL2312"
620131511,Augusto,Greason,Augusto.Greason@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,"ELET3405, PHYS2300, COMP3802","PHYS3300, GEOG3132, BIOC3011"
620131512,Seana,Blyth,Seana.Blyth@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,"GEOG3131, COMP3801, MATH2404","BIOC3011, BIOL2312, COMP3410, MICR2211"
620131513,Corene,Killigrew,Corene.Killigrew@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","BIOC1021, ELET2430, CHEM1901, CHEM2211","BIOL2312, GEOL2201"
620131514,Jacob,Lindroos,Jacob.Lindroos@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,MICR1011,MATH1152
620131515,Cecilius,Maccrie,Cecilius.Maccrie@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,MATH1142,MICR1010
620131516,Letizia,Mullett,Letizia.Mullett@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"ELET2405, CHEM2210","MATH2403, GEOG3132"
620131517,Terencio,Blois,Terencio.Blois@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"COMP3911, CHEM2210, PHYS2300","BIOC3014, ELET2410"
620131518,Rasia,Shepland,Rasia.Shepland@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"PHYS1411, MICR1011, ELET2430","MATH2411, ELET2410"
620131519,Lyndsie,Jefferson,Lyndsie.Jefferson@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"MATH2421, COMP3801","CHEM3011, MICR2211, CHEM2111, COMP3702"
620131520,Marlo,Edgington,Marlo.Edgington@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140",CHEM2210,MATH2407
620131521,Ara,Hovel,Ara.Hovel@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,ELET3430,"CHEM3010, GEOG2131, MATH2407"
620131522,Janot,Wellbank,Janot.Wellbank@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",MATH2401,"MATH2403, PHYS3351, CHEM3011, PHYS2296"
620131523,Enrico,Adamsen,Enrico.Adamsen@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",GEOG1231,"CHEM1902, PHYS1421, GEOG1132"
620131524,Reuben,Amori,Reuben.Amori@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"GEOG2233, CHEM2211","COMP3162, PHYS2296, CHEM3011"
620131525,Anatollo,Prickett,Anatollo.Prickett@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"ELET3405, GEOG2131",GEOG3333
620131526,Federico,Ridgwell,Federico.Ridgwell@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,GEOG3331,GEOG2332
620131527,Beverie,Diehn,Beverie.Diehn@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,"PHYS1411, GEOL1102, MATH1142","MATH1151, PHYS1422"
620131528,Gorden,Hindhaugh,Gorden.Hindhaugh@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"COMP3911, ELET2430, GEOL2202","CHEM2110, CHEM3011, PHYS2200, ELET2415"
620131529,Wandis,Goodbur,Wandis.Goodbur@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"ELET2405, PHYS2300","ELET1405, COMP2802, BIOC1020"
620131530,Anstice,Brosoli,Anstice.Brosoli@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",,"CHEM2310, BIOC1021","GEOG1232, PHYS1421"
620131531,Garwin,Longfield,Garwin.Longfield@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,GEOG3331,PHYS2200
620131532,Marta,Bonsall,Marta.Bonsall@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"BIOC2014, GEOG2331, PHYS2351","COMP2802, CHEM3011"
620131533,Clifford,Purkis,Clifford.Purkis@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201","CHEM2402, GEOG1131","GEOG1232, MICR1010, ELET2415, GEOG2131"
620131534,Donielle,Gebbe,Donielle.Gebbe@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,GEOL2202,"PHYS3351, CHEM2110, GEOL2201, MATH2411"
620131535,Jeddy,Wloch,Jeddy.Wloch@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",,"GEOL2202, GEOG2131","PHYS2561, GEOG2232, GEOG1232, ELET2420"
620131536,Karen,Wolpert,Karen.Wolpert@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"ELET3405, COMP3912","GEOG3132, MATH2407, CHEM3011, COMP3410"
620131537,Peyter,Gabbitus,Peyter.Gabbitus@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,MICR1010,"CHEM1902, GEOL1104"
620131538,Ivie,Pauncefort,Ivie.Pauncefort@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MATH1141, MATH1142, MICR1010",BIOC1021
620131539,Tarrance,Eck,Tarrance.Eck@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"ELET2405, COMP3912, ELET2430","COMP3702, PHYS3300"
620131540,Raynor,Haydn,Raynor.Haydn@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","MATH1141, GEOG1231",MICR2211
620131541,Irvin,Du Barry,Irvin.Du Barry@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","CHEM2011, GEOL2202, GEOG3131",MATH3403
620131542,Masha,Gallear,Masha.Gallear@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","GEOG1231, PHYS2386",GEOL1103
620131543,Addie,Skea,Addie.Skea@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,GEOG1131,CHEM1902
620131544,Jarrett,Lisciandro,Jarrett.Lisciandro@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","GEOL2202, CHEM2210, CHEM2011",MATH2407
620131545,Boniface,Cherry,Boniface.Cherry@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","GEOG2131, GEOG2233, GEOL1101, GEOL2202","MATH1151, GEOL1104"
620131546,Shayla,Brookz,Shayla.Brookz@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,GEOG1231,"GEOL1103, ELET1400, ELET1405"
620131547,Giacomo,Gall,Giacomo.Gall@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,COMP3912,"GEOL2203, PHYS3351, MICR2211, ELET2210"
620131548,Zeke,Bloodworth,Zeke.Bloodworth@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201","GEOG2331, PHYS2300, BIOC2014","MATH2407, GEOG1232, MATH1151, ELET1405"
620131549,Emilia,Siman,Emilia.Siman@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,GEOG3131,"BIOC3014, MATH3402"
620131550,Jordan,McInnery,Jordan.McInnery@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,"BIOC3013, ELET3405","MATH3402, MATH3424, MATH2407"
620131551,Tatum,Penner,Tatum.Penner@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","BIOC2014, COMP3191, CHEM3110","ELET2410, GEOG2232"
620131552,Rebekkah,Mathevet,Rebekkah.Mathevet@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"ELET2430, CHEM2210","GEOG2131, BIOC3011"
620131553,Pryce,Niave,Pryce.Niave@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","MATH3401, GEOG3131, PHYS2300","MATH2403, ELET2210, PHYS3300"
620131554,Moore,Cadney,Moore.Cadney@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","MICR1010, CHEM2402","GEOL1104, PHYS2200"
620131555,Nicola,Hudd,Nicola.Hudd@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,COMP3911,"MATH2407, MATH2403"
620131556,Sargent,Betts,Sargent.Betts@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"MATH2401, GEOL2202, ELET2430",GEOG3333
620131557,Leonard,Turvie,Leonard.Turvie@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","BIOC1021, PHYS1411, CHEM2210, GEOG2131",ELET2210
620131558,Shandie,Firk,Shandie.Firk@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",BIOC1020,"GEOG1232, BIOC1021, GEOG1132"
620131559,Susannah,Cuardall,Susannah.Cuardall@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"ELET3405, PHYS2300, ELET2430",COMP3410
620131560,Darcy,Roll,Darcy.Roll@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,"MATH3155, MATH2421",PHYS3341
620131561,Ransom,Fewings,Ransom.Fewings@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,"COMP3801, COMP3911","MATH2403, MICR2211, PHYS2200, MATH3424"
620131562,Evin,Nix,Evin.Nix@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"GEOG3131, GEOG3331, ELET3211, COMP3652","GEOG3333, MICR2211, PHYS3300, ELET2415"
620131563,Sibelle,Grimmolby,Sibelle.Grimmolby@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",GEOG1231,"ELET1405, GEOG1132, MICR1010"
620131564,Avivah,Hurry,Avivah.Hurry@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",CHEM3110,"MATH3404, COMP3162, MICR2211"
620131565,Slade,Gaspar,Slade.Gaspar@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","PHYS1411, MICR1011, GEOL1101",ELET1400
620131566,Lazare,Astlett,Lazare.Astlett@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,"COMP3912, COMP3191, COMP3801",BIOC3011
620131567,Michel,Zavattari,Michel.Zavattari@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201",CHEM2310,"GEOL1104, COMP2802"
620131568,Franchot,Hooke,Franchot.Hooke@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"GEOL3002, CHEM2210, MATH2401","MATH3404, ELET2410, PHYS3341, PHYS3565"
620131569,Shelbi,Eagling,Shelbi.Eagling@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",PHYS1411,ELET1400
620131570,Madonna,Goodburn,Madonna.Goodburn@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",,"ELET2405, MICR1010, MATH2421, GEOG1231","GEOG1232, ELET1400"
620131571,Stern,Marrington,Stern.Marrington@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,ELET2430,"COMP3702, GEOG2332"
620131572,Nissie,Witheridge,Nissie.Witheridge@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",,"GEOG2331, CHEM1901, MATH1141","CHEM2111, MATH2403, PHYS1421"
620131573,Tam,Pattison,Tam.Pattison@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"CHEM2310, ELET2405","COMP2802, PHYS2200, ELET2415"
620131574,Caryl,Yakovl,Caryl.Yakovl@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,ELET2430,"PHYS2561, COMP3162, PHYS3351, MATH2411"
620131575,Thane,Toe,Thane.Toe@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"GEOG1231, MATH1142, MICR1011","GEOL1104, GEOG1132"
620131576,Dallas,Dando,Dallas.Dando@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"COMP3801, CHEM2011","ELET2410, PHYS3351, PHYS3341"
620131577,Ricard,Pendrey,Ricard.Pendrey@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,ELET2405,"MATH3403, ELET2210, GEOG2232"
620131578,Adele,Caustic,Adele.Caustic@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"MATH3155, PHYS2386",PHYS2561
620131579,Derwin,Harg,Derwin.Harg@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"CHEM2211, COMP3912, GEOG3331","PHYS2561, PHYS3300, COMP2802"
620131580,Isacco,Devons,Isacco.Devons@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,MATH2421,BIOL2312
620131581,Jacklin,Simonian,Jacklin.Simonian@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","BIOC1020, GEOL1102, GEOG1131","GEOL1104, GEOL1103, MATH1151"
620131582,Devinne,Grcic,Devinne.Grcic@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"MATH3155, COMP3801, CHEM2310, GEOG3131","GEOG2131, MATH2407, BIOL2312, BIOC3014"
620131583,Coreen,Rosenzwig,Coreen.Rosenzwig@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"PHYS1412, GEOL2202","BIOL2312, CHEM2110, MATH2407, CHEM2311"
620131584,Ofilia,Kupis,Ofilia.Kupis@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","GEOG2131, GEOG2331","ELET2420, MATH1151, PHYS2296, ELET2210"
620131585,Kenton,Truckell,Kenton.Truckell@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,MATH2404,"GEOL2201, ELET2210, CHEM2311, CHEM3011"
620131586,Isabella,Copner,Isabella.Copner@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","MATH2401, GEOG1231, BIOC1021, GEOG2131",ELET1405
620131587,Simona,Melland,Simona.Melland@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"ELET2430, MATH3401","COMP3410, PHYS2200, GEOG2232"
620131588,Kienan,Milthorpe,Kienan.Milthorpe@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,"BIOC1020, GEOG1231","MATH1152, ELET1400"
620131589,Fara,Gooderridge,Fara.Gooderridge@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"BIOC1021, MICR1011","GEOG1132, PHYS1422, CHEM1902"
620131590,Lefty,Severwright,Lefty.Severwright@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,MATH2404,"MATH2403, ELET2210, BIOC3011"
620131591,Sheilah,Bartholat,Sheilah.Bartholat@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","MATH2401, CHEM2310, PHYS1411, CHEM2402",CHEM2111
620131592,Lilyan,Height,Lilyan.Height@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","GEOG2131, ELET2430, GEOG1131","GEOG2332, CHEM2110"
620131593,Pacorro,Lindsay,Pacorro.Lindsay@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"ELET2405, MATH3401","ELET2210, GEOL2201, COMP3410"
620131594,Verine,Kornyakov,Verine.Kornyakov@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,"COMP3652, CHEM3110","PHYS2200, COMP2802, COMP3410"
620131595,Ripley,Hammerberger,Ripley.Hammerberger@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"ELET2430, GEOG2231","BIOC3014, GEOG2232, PHYS2200"
620131596,Regine,Pannett,Regine.Pannett@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,BIOC3013,"ELET2415, BIOC3011"
620131597,Faydra,Moukes,Faydra.Moukes@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",BIOC1020,MATH1152
620131598,Alecia,O' Brian,Alecia.O' Brian@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","GEOG1231, MATH1142","MICR1011, CHEM1902"
620131599,Donni,Pavie,Donni.Pavie@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,"MICR1011, PHYS1411","CHEM1902, PHYS1422, ELET1405"
620131600,Sharity,Mathison,Sharity.Mathison@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201","PHYS2386, GEOG1231","COMP2802, GEOL1104, ELET1400"
620131601,Barclay,Whye,Barclay.Whye@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,"CHEM1901, MICR1011, GEOG1231","BIOC1020, MICR1011, GEOL1103"
620131602,Hilary,Hulance,Hilary.Hulance@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,"MICR1011, CHEM1901, GEOG1131","MICR1010, BIOC1020, GEOG1132"
620131603,Hildagard,Olerenshaw,Hildagard.Olerenshaw@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",,"CHEM2310, GEOG1131","ELET1405, GEOG1132"
620131604,Clayton,Glencrosche,Clayton.Glencrosche@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201","MATH2421, CHEM2211, MICR1011, GEOG2131","ELET2410, GEOL2201"
620131605,Fletcher,Stower,Fletcher.Stower@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","GEOL1101, BIOC1021, MICR1010","MICR1011, GEOG1132, CHEM1902"
620131606,Darnall,Lindbergh,Darnall.Lindbergh@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,GEOL1102,"ELET1405, GEOG2131"
620131607,Dina,Iacomo,Dina.Iacomo@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"GEOL3002, GEOG2231","MATH2411, COMP3702"
620131608,Thekla,Robley,Thekla.Robley@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","MATH2404, COMP3912, CHEM3110","ELET2415, ELET2210, GEOL2201, CHEM2111"
620131609,Cyndi,Colum,Cyndi.Colum@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"ELET2430, CHEM2210","GEOG3132, MATH3402"
